Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
tx_0000Aqc8fa3A9OL1Uh9N59,30-01-2025,17:08:13,Bacs (Direct Credit),Accor Hotels,,Income,1688.52,GBP,1688.52,GBP,2193    01013514,,,2193    01013514,,,1688.52
tx_0000Aqc8wJVMuwvc5SFqhW,30-01-2025,17:11:14,Faster payment,Atharv Yenpure,,Rent,-600,GBP,-600,GBP,Feb Rent + Bills,,,Feb Rent + Bills,,-600,
tx_0000Aqc99cCQitY59Ib0SY,30-01-2025,17:13:38,Pot transfer,Holiday Pot,,Savings,-1000,GBP,-1000,GBP,,,,,,-1000,
tx_0000AqdDU0qHPCm7GaMQ1C,31-01-2025,05:36:52,monzo_paid,,,Bills,-7,GBP,-7,GBP,,,,Perks,,-7,
tx_0000AqdoKIN54hauKkRdir,31-01-2025,12:29:41,Card payment,Human Forest,🚗,Transport,-6,GBP,-6,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-6,
tx_0000Aqe2wUcdND1hpzhP9Q,31-01-2025,15:13:28,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Aqe32dHC6t2upG1Kfh,31-01-2025,15:14:34,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Aqepzazx1FizENebFR,01-02-2025,00:23:04,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Aqeq9mxJPtNwKkRWCH,01-02-2025,00:24:55,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqfBzyF0nh9XNIBZBZ,01-02-2025,04:29:39,overdraft,,,General,-0.07,GBP,-0.07,GBP,This is the charge for your January 2025 overdraft,,,January overdraft fees,,-0.07,
tx_0000AqgbNlfTtHoSRCgr4b,01-02-2025,20:48:47,Card payment,Vasantha Vilas,🍽,Eating out,-12.45,GBP,-12.45,GBP,,206 High Street North,,Vasantha Vilas         London        GBR,,-12.45,
tx_0000AqiCPNzGnUGkpIhKNu,02-02-2025,15:18:22,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqiCZWPCLyCvD7vgCg,02-02-2025,15:20:12,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Aqin200ZTtT3duBETy,02-02-2025,22:08:44,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqinBniA3W7DuZREZt,02-02-2025,22:10:30,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqmGaTHwbYDvCCUQ6M,04-02-2025,14:24:02,Faster payment,Apurv Renake,,Savings,-20,GBP,-20,GBP,Revolute Self,,,Revolute Self,,-20,
tx_0000Aqnn40G4Ugsacqx0xG,05-02-2025,08:02:39,Pot transfer,Holiday Pot,,Savings,100,GBP,100,GBP,,,,,,,100
tx_0000AqnnF6owR3y95XIZQ9,05-02-2025,08:04:39,Faster payment,Apurv Renake,,Bills,-60,GBP,-60,GBP,Apurv HSBC,,,Apurv HSBC,,-60,
tx_0000Aqns6Ei4EZSTnQvi9h,05-02-2025,08:59:05,Pot transfer,Holiday Pot,,Savings,70.37,GBP,70.37,GBP,,,,,,,70.37
tx_0000AqnsDDuRbm3R8WE34j,05-02-2025,09:00:21,Card payment,British Gas,🇬🇧💨,Bills,-87.45,GBP,-87.45,GBP,,Maidenhead Road,,BRITISH GAS ENERGY     WINDSOR       GBR,,-87.45,
tx_0000AqqVpLQUOUlQuV7D0L,06-02-2025,15:33:39,Card payment,Human Forest,🚗,Transport,-6,GBP,-6,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-6,
tx_0000AqqXIT0dNbOWzVq01J,06-02-2025,15:50:07,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqqXQQFDXiAkLn5nYw,06-02-2025,15:51:33,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqrGbQdYv2Hebgz0Ub,07-02-2025,00:17:46,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqrGiPYDM8oyzpJAG1,07-02-2025,00:19:02,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqsaOevEglWI6FMAaY,07-02-2025,15:34:17,Card payment,Iceland,❄️ ,Groceries,-7.5,GBP,-7.5,GBP,,222-226 Southwark Park Road,,ICELAND                BERMONDSEY    GBR,,-7.5,
tx_0000Aqsam0tBBNuycPhyRF,07-02-2025,15:38:30,Card payment,Tesco,🍏 ,Groceries,-1,GBP,-1,GBP,,186-188 Southwark Park Road,,TESCO-STORES 6070      BERMONDSEY    GBR,,-1,
tx_0000AquHvIVdWxS82ysCrh,08-02-2025,11:16:42,Faster payment,Apurv Renake,,Gifts,-10,GBP,-10,GBP,Revolute Self,,,Revolute Self,,-10,
tx_0000AquHyNTRWq9Z4nlTgA,08-02-2025,11:17:15,Pot transfer,Holiday Pot,,Savings,10,GBP,10,GBP,,,,,,,10
tx_0000AqulJ6gk1svdXOjvWc,08-02-2025,16:45:57,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqulRXxUWVIuLORzKk,08-02-2025,16:47:29,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqvJUAEkZavrde7lbe,08-02-2025,23:08:55,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqvJdWGw13zuoHlqHx,08-02-2025,23:10:37,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqwFug46eYyNElA8Tx,09-02-2025,10:03:36,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqwG5gcOwAmwLdwleL,09-02-2025,10:05:36,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqwGSzTqySworZgG04,09-02-2025,10:09:48,Card payment,Tesco,🍏 ,Groceries,-2.84,GBP,-2.84,GBP,,186-188 Southwark Park Road,,TESCO-STORES 6070      BERMONDSEY    GBR,,-2.84,
tx_0000AqwGb0hsIbvRoVMw3V,09-02-2025,10:11:15,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqwGhieNpYlRQiqVMI,09-02-2025,10:12:28,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Aqwi0qxRri9P22lFEy,09-02-2025,15:18:27,Card payment,Klarna,💳,Bills,0,GBP,0,GBP,Active card check,,,KLARNA*KLARNA SHOPPI   LONDON        GBR,,0,
tx_0000Aqwi2vvoLQcewlZi32,09-02-2025,15:18:50,Pot transfer,Holiday Pot,,Savings,50,GBP,50,GBP,,,,,,,50
tx_0000Aqwi5d6CoqWTorROD5,09-02-2025,15:19:19,Card payment,Klarna,💳,Bills,0,GBP,0,GBP,Active card check,,,KLARNA*KLARNA SHOPPI   LONDON        GBR,,0,
tx_0000AqwiLwmhOfrVcsoOgc,09-02-2025,15:22:16,Card payment,Klarna,💳,Bills,-44,GBP,-44,GBP,,,,Klarna                 WC2B 6NH      GBR,,-44,
tx_0000AqwoNlvFLvNV20pV0U,09-02-2025,16:29:50,Card payment,Klarna,💳,Bills,44,GBP,0.84,GBP,,,,Klarna                 WC2B 6NH      GBR,,,44
tx_0000Aqwpepv3qS14fvcM7t,09-02-2025,16:44:07,Card payment,Human Forest,🚗,Transport,-6,GBP,-6,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-6,
tx_0000Aqwq0K1V7Af6wqGTnm,09-02-2025,16:48:00,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Aqwq6vgQ0azfRxkGjx,09-02-2025,16:49:12,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqxLOX2hSS0ndZEP6A,09-02-2025,22:39:44,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqxLXdRL2eOV1y6Ipl,09-02-2025,22:41:23,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqxlRuPHdzsSzngT5t,10-02-2025,03:31:40,Card payment,Klarna,💳,Bills,-43.16,GBP,-43.16,GBP,,"Aviation House 125 Kingsway, Holborn, London, Unit",,"Klarna\Aviation House 125 Kingsway, Holborn, London, Unit\WC2B 6NH\WC2B6NH   GBRGBR",,-43.16,
tx_0000Aqyne94DMEu4zVC2rp,10-02-2025,15:31:00,Pot transfer,Holiday Pot,,Savings,40,GBP,40,GBP,,,,,,,40
tx_0000AqynwHvFAm4wzsbdon,10-02-2025,15:34:17,Card payment,London Eye,📸,Transport,-36,GBP,-36,GBP,,,,London Eye             London        GBR,,-36,
tx_0000AqyyrapsWaS3rNOwHl,10-02-2025,17:36:42,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqyyzTnIaZv9yis6dd,10-02-2025,17:38:06,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AqzVX4hnZUsc4c0Hp3,10-02-2025,23:42:45,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AqzVd4u3kVGMz0Tkx7,10-02-2025,23:43:50,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Ar0oMAmSjiC8Bpdty6,11-02-2025,14:48:23,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Ar0oWgUxfJbPSMT8D3,11-02-2025,14:50:17,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Ar1YdoGFnWI6EIdoEj,11-02-2025,23:27:00,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Ar1Yl2IC1o2Hm2zgSP,11-02-2025,23:28:19,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Ar5EeEsNcgK45uksJY,13-02-2025,18:01:19,Card payment,Tesco,🍏 ,Groceries,-4.55,GBP,-4.55,GBP,,Jamaica Road,,TESCO STORES 4359      LONDON        GBR,,-4.55,
tx_0000Ar5VDprtg3VeRWpbKD,13-02-2025,21:07:32,Pot transfer,Holiday Pot,,Savings,45,GBP,45,GBP,,,,,,,45
tx_0000Ar5VEw3GAp3vqB4jhJ,13-02-2025,21:07:44,Card payment,Groupon,💵,Groceries,-40.49,GBP,-40.49,GBP,,,,www.groupon.co.uk      groupon.co.uk IRL,,-40.49,
tx_0000Ar6RlWS4AWI5UoAds2,14-02-2025,08:03:31,Card payment,Tesco,🍏 ,Groceries,-3.25,GBP,-3.25,GBP,,Jamaica Road,,TESCO STORES 4359      LONDON        GBR,,-3.25,
tx_0000Ar7AefKvEUhdWJJCGQ,14-02-2025,16:26:30,Card payment,Transport for London,🚆,Transport,-2.8,GBP,-2.8,GBP,"Travel charge for Friday, 14 Feb","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-2.8,
tx_0000Ar7BTJP4XU3Vfjormj,14-02-2025,16:35:40,Card payment,Lola's Cupcakes,🍞,Groceries,-4.3,GBP,-4.3,GBP,,Hampstead High Street,,SP LOLAS CUPCAKES      LONDON        GBR,,-4.3,
tx_0000Ar7CBdr5rPEkVLmTsB,14-02-2025,16:43:40,Card payment,Tesco,🍏 ,Groceries,-3.5,GBP,-3.5,GBP,,103-107 Waterloo Road,,TESCO STORES 4521      LONDON        GBR,,-3.5,
tx_0000Ar7SiOBkjFUsCMingH,14-02-2025,19:48:52,Pot transfer,Holiday Pot,,Savings,-12,GBP,-12,GBP,,,,,,-12,
tx_0000Ar7Sjsb79cE6u1Y0V1,14-02-2025,19:49:08,Card payment,Master Bao,🍽,Eating out,-10.4,GBP,-10.4,GBP,,Fc2005 World Food Court,,SQ *MASTER BAO STRATFO London        GBR,,-10.4,
tx_0000Ar7SmVULWtrwmbHHjF,14-02-2025,19:49:37,Pot transfer,Holiday Pot,,Savings,30,GBP,30,GBP,,,,,,,30
tx_0000Ar7TPsgpCZGqS3VnEX,14-02-2025,19:56:44,Pot transfer,Holiday Pot,,Savings,20,GBP,20,GBP,,,,,,,20
tx_0000Ar7TSoqLxVKNS66tyl,14-02-2025,19:57:16,Card payment,Wing Stop,🍽,Eating out,-9.75,GBP,-9.75,GBP,,Unit Su2056,,WING STOP WESTFIELD ST LONDON        GBR,,-9.75,
tx_0000ArB0ZbRA573admfDIP,16-02-2025,12:52:23,Card payment,Transport for London,🚆,Transport,-1.8,GBP,-1.8,GBP,"Travel charge for Friday, 14 Feb",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-1.8,
tx_0000ArBRifiuDDLmGrqR9v,16-02-2025,17:56:34,Card payment,Mor Foods,🍎,General,-11.56,GBP,-11.56,GBP,,100 South Road,,MOR FOODS              SOUTHALL      GBR,,-11.56,
tx_0000ArDc7HPB9SI5xdPfaT,17-02-2025,19:02:29,Card payment,Tariq Halal Meats,🥩,Groceries,-3.54,GBP,-3.54,GBP,,286 Old Kent Road,,Tariq Halal Meats      London        GBR,,-3.54,
tx_0000ArDfAgrvEakJRAAx5m,17-02-2025,19:36:43,Pot transfer,Holiday Pot,,Savings,40,GBP,40,GBP,,,,,,,40
tx_0000ArDfCRvDmFP7Rou32v,17-02-2025,19:37:02,Faster payment,Apurv Renake,,Expenses,-38,GBP,-38,GBP,Apurv HSBC,,,Apurv HSBC,,-38,
tx_0000ArFS5qS5Ga2EgWoM8A,18-02-2025,16:19:36,Card payment,Human Forest,🚗,Transport,-3,GBP,-3,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-3,
tx_0000ArFS8bLbsgIJADA8K9,18-02-2025,16:20:06,Pot transfer,Holiday Pot,,Savings,17,GBP,17,GBP,,,,,,,17
tx_0000ArFSn5prwj42qfYhv8,18-02-2025,16:27:25,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArFSt0oTX5VnaiTsrx,18-02-2025,16:28:29,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArG2Ul9rgORIGr6sCX,18-02-2025,23:07:29,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
